"","Candidate.Name","Party.Name","EVM.Votes","Postal.Votes","Total.Votes","Percent.of.Votes","Constituency.ID","Constituency.Name","State.ID","State.Name"
"10411","Narveer Fauji","Pragatishil Samajwadi Party (Lohia)","2094","10","2104","0.18",27,"Shahjahanpur","S24","Uttar Pradesh"
"11394","Manohar Lal Saroj","Netaji Subhash Chander Bose Rashtriya Azad Party","2340","2","2342","0.2",27,"Shahjahanpur","S24","Uttar Pradesh"
"12368","Ramesh Chandra Verma","Manav Kranti Party","1343","1","1344","0.11",27,"Shahjahanpur","S24","Uttar Pradesh"
"13340","Sohan Pal alias Sonpal","Bhartiya Krishak Dal","1711","1","1712","0.14",27,"Shahjahanpur","S24","Uttar Pradesh"
"14319","Arun Kumar","Independent","2836","1","2837","0.24",27,"Shahjahanpur","S24","Uttar Pradesh"
"15288","Vineet","Independent","2604","0","2604","0.22",27,"Shahjahanpur","S24","Uttar Pradesh"
"16254","Shyamacharan","Independent","5308","0","5308","0.45",27,"Shahjahanpur","S24","Uttar Pradesh"
"17213","NOTA","None of the Above","8978","59","9037","0.76",27,"Shahjahanpur","S24","Uttar Pradesh"
"3482","Ajay Kumar","Bharatiya Janata Party","609285","304","609589","53.63",28,"Kheri","S24","Uttar Pradesh"
"4443","Zafar Ali Naqvi","Indian National Congress","92127","28","92155","8.11",28,"Kheri","S24","Uttar Pradesh"
"5440","Dr. Purvi Verma","Samajwadi Party","390665","117","390782","34.38",28,"Kheri","S24","Uttar Pradesh"
"6436","Vipnesh Shukla","Communist Party of India","11857","0","11857","1.04",28,"Kheri","S24","Uttar Pradesh"
"7435","Asif Khan","Bhartiya Kisan Party","1626","0","1626","0.14",28,"Kheri","S24","Uttar Pradesh"
"8430","Krishna Kumar Yadav","Lok Jan Sangharsh Party","968","0","968","0.09",28,"Kheri","S24","Uttar Pradesh"
"9424","Bandana Gupta","Bhartiya Shakti Chetna Party","1016","1","1017","0.09",28,"Kheri","S24","Uttar Pradesh"
"10412","Mahesh Chandra Verma Advocate","Hindusthan Nirman Dal","1002","0","1002","0.09",28,"Kheri","S24","Uttar Pradesh"
"11395","Moh. Mumtaz Raza","Rashtriya Janwadi Party (Socialist)","1059","1","1060","0.09",28,"Kheri","S24","Uttar Pradesh"
"12369","Ram Jeevan","Bahujan Awam Party","1077","1","1078","0.09",28,"Kheri","S24","Uttar Pradesh"
"13341","Shrikrishna Verma","Peace Party","1989","2","1991","0.18",28,"Kheri","S24","Uttar Pradesh"
"14320","Ajay Kumar Dixit","Independent","1654","0","1654","0.15",28,"Kheri","S24","Uttar Pradesh"
"15289","Krishna Kumar","Independent","2496","0","2496","0.22",28,"Kheri","S24","Uttar Pradesh"
"16255","Paro Kinner","Independent","5315","0","5315","0.47",28,"Kheri","S24","Uttar Pradesh"
"17214","Manoj Kumar Singh","Independent","5320","0","5320","0.47",28,"Kheri","S24","Uttar Pradesh"
"18184","NOTA","None of the Above","8747","3","8750","0.77",28,"Kheri","S24","Uttar Pradesh"
"3483","ARSHAD ILIYAS SIDDIQUI","Bahujan Samaj Party","352093","201","352294","33.12",29,"Dhaurahra","S24","Uttar Pradesh"
"4444","KUNWAR JITIN PRASADA","Indian National Congress","162727","129","162856","15.31",29,"Dhaurahra","S24","Uttar Pradesh"
"5441","REKHA VERMA","Bharatiya Janata Party","512582","323","512905","48.21",29,"Dhaurahra","S24","Uttar Pradesh"
"6437","ANIL KUMAR ' RAJVANSHI'","Bahujan Awam Party","9287","1","9288","0.87",29,"Dhaurahra","S24","Uttar Pradesh"
"7436","BALJEET KAUR","Hindusthan Nirman Dal","3165","1","3166","0.3",29,"Dhaurahra","S24","Uttar Pradesh"
"8431","MALKHAN SINGH RAJPOOT","Pragatishil Samajwadi Party (Lohia)","4288","0","4288","0.4",29,"Dhaurahra","S24","Uttar Pradesh"
"9425","MUKESH KUMAR","Shivsena","3556","0","3556","0.33",29,"Dhaurahra","S24","Uttar Pradesh"
"10413","REETU VERMA 'DIDI'","Independent","4688","1","4689","0.44",29,"Dhaurahra","S24","Uttar Pradesh"
"11396","NOTA","None of the Above","10792","6","10798","1.02",29,"Dhaurahra","S24","Uttar Pradesh"
"3484","Ajit Singh","Rashtriya Lok Dal","565753","1501","567254","48.9",3,"Muzaffarnagar","S24","Uttar Pradesh"
"4445","Sanjeev Kumar Balyan","Bharatiya Janata Party","569535","4245","573780","49.46",3,"Muzaffarnagar","S24","Uttar Pradesh"
"5442","Krishan Pal Singh","Bharat Lok Sewak Party","2406","16","2422","0.21",3,"Muzaffarnagar","S24","Uttar Pradesh"
"6438","S.S.K.S. Gangwal","Bharatiya Bahujan Samta Party","1215","47","1262","0.11",3,"Muzaffarnagar","S24","Uttar Pradesh"
"7437","Jaipal Singh Saini","Jansatta Party","945","4","949","0.08",3,"Muzaffarnagar","S24","Uttar Pradesh"
"8432","Mangeram Kashyap","Majdoor Kisan Union Party","686","1","687","0.06",3,"Muzaffarnagar","S24","Uttar Pradesh"
"9426","Ashok","Independent","453","5","458","0.04",3,"Muzaffarnagar","S24","Uttar Pradesh"
"10414","Ankit","Independent","550","7","557","0.05",3,"Muzaffarnagar","S24","Uttar Pradesh"
"11397","Neel Kumar","Independent","4884","3","4887","0.42",3,"Muzaffarnagar","S24","Uttar Pradesh"
"12370","Yajpal Singh Rathi","Independent","2704","1","2705","0.23",3,"Muzaffarnagar","S24","Uttar Pradesh"
"13342","NOTA","None of the Above","5061","49","5110","0.44",3,"Muzaffarnagar","S24","Uttar Pradesh"
"3485","Qaiser Jahan","Indian National Congress","95958","60","96018","9.02",30,"Sitapur","S24","Uttar Pradesh"
"4446","Nakul Dubey","Bahujan Samaj Party","413173","522","413695","38.86",30,"Sitapur","S24","Uttar Pradesh"
"5443","Rajesh Verma","Bharatiya Janata Party","513984","544","514528","48.33",30,"Sitapur","S24","Uttar Pradesh"
"6439","Anil Singh","Aam Janta Party (India)","7530","2","7532","0.71",30,"Sitapur","S24","Uttar Pradesh"
"7438","Abu bakar","Bharat Prabhat Party","1827","1","1828","0.17",30,"Sitapur","S24","Uttar Pradesh"
"8433","Geeta Devi","Bahujan Awam Party","1441","0","1441","0.14",30,"Sitapur","S24","Uttar Pradesh"
"9427","Mahendra Kumar","Awami Samta Party","2332","0","2332","0.22",30,"Sitapur","S24","Uttar Pradesh"
"10415","Vijay Kumar Mishra","Pragatishil Samajwadi Party (Lohia)","1737","5","1742","0.16",30,"Sitapur","S24","Uttar Pradesh"
"11398","Turab Ali","Independent","4508","0","4508","0.42",30,"Sitapur","S24","Uttar Pradesh"
"12371","Pyare Lal Bhargva","Independent","4447","1","4448","0.42",30,"Sitapur","S24","Uttar Pradesh"
"13343","Vinod Kumar","Independent","4083","0","4083","0.38",30,"Sitapur","S24","Uttar Pradesh"
"14321","Shuchita Kumar","Independent","3492","1","3493","0.33",30,"Sitapur","S24","Uttar Pradesh"
"15290","NOTA","None of the Above","8866","7","8873","0.83",30,"Sitapur","S24","Uttar Pradesh"
"3486","Usha Verma","Samajwadi Party","434459","1210","435669","41.2",31,"Hardoi","S24","Uttar Pradesh"
"4447","Jai Prakash","Bharatiya Janata Party","567244","899","568143","53.72",31,"Hardoi","S24","Uttar Pradesh"
"5444","Virendra Kumar","Indian National Congress","19943","29","19972","1.89",31,"Hardoi","S24","Uttar Pradesh"
"6440","Mahendra Pal Verma","Bahujan Awam Party","2247","6","2253","0.21",31,"Hardoi","S24","Uttar Pradesh"
"7439","Ram Chandra","Bhartiya Krishak Dal","1130","0","1130","0.11",31,"Hardoi","S24","Uttar Pradesh"
"8434","Sahab Singh","Peoples Party of India (Democratic)","1197","0","1197","0.11",31,"Hardoi","S24","Uttar Pradesh"
"9428","Sanjay Bharatiya","Pragatishil Samajwadi Party (Lohia)","1801","1","1802","0.17",31,"Hardoi","S24","Uttar Pradesh"
"10416","Avdhesh Kumar","Independent","1373","0","1373","0.13",31,"Hardoi","S24","Uttar Pradesh"
"11399","Chotte Lal","Independent","2041","0","2041","0.19",31,"Hardoi","S24","Uttar Pradesh"
"12372","Bhaiya Lal","Independent","7911","0","7911","0.75",31,"Hardoi","S24","Uttar Pradesh"
"13344","Shive Kumar","Independent","5043","0","5043","0.48",31,"Hardoi","S24","Uttar Pradesh"
"14322","NOTA","None of the Above","11003","21","11024","1.04",31,"Hardoi","S24","Uttar Pradesh"
"3487","Ashok Kumar Rawat","Bharatiya Janata Party","533562","867","534429","52.05",32,"Misrikh","S24","Uttar Pradesh"
"4448","Dr Neelu Satyarthi","Bahujan Samaj Party","433110","647","433757","42.25",32,"Misrikh","S24","Uttar Pradesh"
"5445","Manjari Rahi","Indian National Congress","26446","59","26505","2.58",32,"Misrikh","S24","Uttar Pradesh"
"6441","Arun Kumari Kori","Pragatishil Samajwadi Party (Lohia)","2429","13","2442","0.24",32,"Misrikh","S24","Uttar Pradesh"
"7440","Nagendra Kumar","Rashtrawadi Shramjeevi Dal","1547","1","1548","0.15",32,"Misrikh","S24","Uttar Pradesh"
"8435","Beerendra Kanaujiya","Hindusthan Nirman Dal","1556","1","1557","0.15",32,"Misrikh","S24","Uttar Pradesh"
"9429","Rahul Kumar","Bhartiya Krishak Dal","911","0","911","0.09",32,"Misrikh","S24","Uttar Pradesh"
"10417","Arpit","Independent","1002","0","1002","0.1",32,"Misrikh","S24","Uttar Pradesh"
"11400","Arvind Kumar","Independent","939","0","939","0.09",32,"Misrikh","S24","Uttar Pradesh"
"12373","Akash Niraj","Independent","1939","0","1939","0.19",32,"Misrikh","S24","Uttar Pradesh"
"13345","Raju Verma","Independent","1303","0","1303","0.13",32,"Misrikh","S24","Uttar Pradesh"
"14323","Rampal","Independent","2221","0","2221","0.22",32,"Misrikh","S24","Uttar Pradesh"
"15291","Shripal Verma","Independent","7934","0","7934","0.77",32,"Misrikh","S24","Uttar Pradesh"
"16256","NOTA","None of the Above","10164","17","10181","0.99",32,"Misrikh","S24","Uttar Pradesh"
"3488","Annu Tandon","Indian National Congress","185468","166","185634","15.01",33,"Unnao","S24","Uttar Pradesh"
"4449","Arun Shanker Shukla","Samajwadi Party","302263","288","302551","24.46",33,"Unnao","S24","Uttar Pradesh"
"5446","Swami Sakshi Ji Maharaj","Bharatiya Janata Party","702441","1066","703507","56.87",33,"Unnao","S24","Uttar Pradesh"
"6442","Umar Khan","Nagrik Ekta Party","11122","1","11123","0.9",33,"Unnao","S24","Uttar Pradesh"
"7441","Chedi Lal","Bharat Prabhat Party","3088","2","3090","0.25",33,"Unnao","S24","Uttar Pradesh"
"8436","Deepak Chaurasia","Janhit Kisan Party","5712","3","5715","0.46",33,"Unnao","S24","Uttar Pradesh"
"9430","Shailesh Kushwaha","Aajad Bharat Party (Democratic)","3550","0","3550","0.29",33,"Unnao","S24","Uttar Pradesh"
"10418","Satish Kumar Shukla","Pragatishil Samajwadi Party (Lohia)","6710","1","6711","0.54",33,"Unnao","S24","Uttar Pradesh"
"11401","Satyendra Nath Gaur","Independent","4003","2","4005","0.32",33,"Unnao","S24","Uttar Pradesh"
"12374","NOTA","None of the Above","11189","1","11190","0.9",33,"Unnao","S24","Uttar Pradesh"
"3489","Kaushal Kishore","Bharatiya Janata Party","626972","2776","629748","49.62",34,"Mohanlalganj","S24","Uttar Pradesh"
"4450","R. K. Chaudhary","Indian National Congress","59632","429","60061","4.73",34,"Mohanlalganj","S24","Uttar Pradesh"
"5447","C. L. Verma","Bahujan Samaj Party","537172","2347","539519","42.51",34,"Mohanlalganj","S24","Uttar Pradesh"
"6443","Ganesh Rawat","Pragatishil Samajwadi Party (Lohia)","7954","21","7975","0.63",34,"Mohanlalganj","S24","Uttar Pradesh"
"7442","Jagdish Prasad Gautam","Manavtawadi Samaj Party","1441","2","1443","0.11",34,"Mohanlalganj","S24","Uttar Pradesh"
"8437","Radha Ambedkar","Peoples Party of India (Democratic)","1219","0","1219","0.1",34,"Mohanlalganj","S24","Uttar Pradesh"
"9431","Ram Sagar Paasi","Samdarshi Samaj Party","1510","5","1515","0.12",34,"Mohanlalganj","S24","Uttar Pradesh"
"10419","Shatrohan Lal Rawat","Lok Dal","2629","4","2633","0.21",34,"Mohanlalganj","S24","Uttar Pradesh"
"11402","Sushil Kumar","Aadarsh Sangram Party","4281","0","4281","0.34",34,"Mohanlalganj","S24","Uttar Pradesh"
"12375","Jagdish Rawat","Independent","3060","2","3062","0.24",34,"Mohanlalganj","S24","Uttar Pradesh"
"13346","Prabhawati Devi","Independent","4329","3","4332","0.34",34,"Mohanlalganj","S24","Uttar Pradesh"
"14324","Ramesh Kumar","Independent","2462","0","2462","0.19",34,"Mohanlalganj","S24","Uttar Pradesh"
"15292","NOTA","None of the Above","10721","69","10790","0.85",34,"Mohanlalganj","S24","Uttar Pradesh"
"3490","Poonam Shatrughan Sinha","Samajwadi Party","282858","2866","285724","25.59",35,"Lucknow","S24","Uttar Pradesh"
"4451","Acharya Pramod Krishnam","Indian National Congress","178904","1107","180011","16.12",35,"Lucknow","S24","Uttar Pradesh"
"5448","Rajnath Singh","Bharatiya Janata Party","627881","5145","633026","56.7",35,"Lucknow","S24","Uttar Pradesh"
"6444","Amar Kumar Raizada","Akhil Bharatiya Jan Sangh","2099","5","2104","0.19",35,"Lucknow","S24","Uttar Pradesh"
"7443","Kapil Mohan","Mera Adhikaar Rashtriya Dal","471","3","474","0.04",35,"Lucknow","S24","Uttar Pradesh"
"8438","Ganesh Chaudhari","Saaf Party","506","9","515","0.05",35,"Lucknow","S24","Uttar Pradesh"
"9432","Girish Narain Pande","Sarvodaya Bharat Party","565","4","569","0.05",35,"Lucknow","S24","Uttar Pradesh"
"10420","Haji Faheem Siddiqui","Indian National League","569","3","572","0.05",35,"Lucknow","S24","Uttar Pradesh"
"11403","Professor D.N.N.S. Yadav","Peoples Party of India (Democratic)","666","9","675","0.06",35,"Lucknow","S24","Uttar Pradesh"
"12376","Ramesh","All India Forward Bloc","730","9","739","0.07",35,"Lucknow","S24","Uttar Pradesh"
"13347","Ram Sagar Pal","Awami Samta Party","1232","19","1251","0.11",35,"Lucknow","S24","Uttar Pradesh"
"14325","Shamim Khan","Nagrik Ekta Party","931","4","935","0.08",35,"Lucknow","S24","Uttar Pradesh"
"15293","Avinash Chandra Jain","Independent","592","2","594","0.05",35,"Lucknow","S24","Uttar Pradesh"
"16257","Jimidar Singh Yadav","Independent","857","2","859","0.08",35,"Lucknow","S24","Uttar Pradesh"
"17215","Sanjay Singh Rana","Independent","980","1","981","0.09",35,"Lucknow","S24","Uttar Pradesh"
"18185","NOTA","None of the Above","7259","157","7416","0.66",35,"Lucknow","S24","Uttar Pradesh"
"3491","DINESH PRATAP SINGH","Bharatiya Janata Party","365839","1901","367740","38.36",36,"Rae Bareli","S24","Uttar Pradesh"
"4452","SONIA GANDHI","Indian National Congress","533687","1231","534918","55.8",36,"Rae Bareli","S24","Uttar Pradesh"
"5449","ASHOK PRATAP MAURYA","Aajad Bharat Party (Democratic)","9449","10","9459","0.99",36,"Rae Bareli","S24","Uttar Pradesh"
"6445","KIRAN CHAUDHARY","Bahujan Mukti Party","2629","22","2651","0.28",36,"Rae Bareli","S24","Uttar Pradesh"
"7444","RAM NARAYAN","Voters Party  International","1726","2","1728","0.18",36,"Rae Bareli","S24","Uttar Pradesh"
"8439","RAM SINGH YADAV","Pragatishil Samajwadi Party (Lohia)","2282","23","2305","0.24",36,"Rae Bareli","S24","Uttar Pradesh"
"9433","RAMESHVAR LODHI","Sabka Dal United","2117","2","2119","0.22",36,"Rae Bareli","S24","Uttar Pradesh"
"10421","SUNEEL KUMAR","Peace Party","1770","1","1771","0.18",36,"Rae Bareli","S24","Uttar Pradesh"
"11404","HORI LAL","Pragatisheel Samaj Party","3295","1","3296","0.34",36,"Rae Bareli","S24","Uttar Pradesh"
"12377","NAIMISH PRATAP NARAYAN SINGH","Independent","1765","0","1765","0.18",36,"Rae Bareli","S24","Uttar Pradesh"
"13348","PRAMENDRA KUMAR","Independent","2887","1","2888","0.3",36,"Rae Bareli","S24","Uttar Pradesh"
"14326","PRAMOD KUREEL","Independent","3454","5","3459","0.36",36,"Rae Bareli","S24","Uttar Pradesh"
"15294","VIJAY BAHADUR SINGH","Independent","2812","2","2814","0.29",36,"Rae Bareli","S24","Uttar Pradesh"
"16258","SARTAJ KHAN","Independent","3333","0","3333","0.35",36,"Rae Bareli","S24","Uttar Pradesh"
"17216","SURENDRA BAHADUR SINGH","Independent","8051","7","8058","0.84",36,"Rae Bareli","S24","Uttar Pradesh"
"18186","NOTA","None of the Above","10225","27","10252","1.07",36,"Rae Bareli","S24","Uttar Pradesh"
"3492","Rahul Gandhi","Indian National Congress","412867","527","413394","43.86",37,"Amethi","S24","Uttar Pradesh"
"4453","Smriti Irani","Bharatiya Janata Party","467598","916","468514","49.71",37,"Amethi","S24","Uttar Pradesh"
"5450","Afajal Varis","Bahujan Mukti Party","6177","6","6183","0.66",37,"Amethi","S24","Uttar Pradesh"
"6446","Gopal Swaroop Gandhi","Kisan Majdoor Berojgar Sangh","1574","0","1574","0.17",37,"Amethi","S24","Uttar Pradesh"
"7445","Durgesh Singh","Bharat Prabhat Party","956","2","958","0.1",37,"Amethi","S24","Uttar Pradesh"
"8440","Nathu Ram","Janvadi Party(Socialist)","846","1","847","0.09",37,"Amethi","S24","Uttar Pradesh"
"9434","Prem Shankar","Moulik Adhikar Party","1728","1","1729","0.18",37,"Amethi","S24","Uttar Pradesh"
"10422","Pankaj Ramkumar Sing","Akhand Rashtrawadi Party","1057","0","1057","0.11",37,"Amethi","S24","Uttar Pradesh"
"11405","Bas Deo Maurya","Communist Party of India (Marxist-Leninist) Red Star","986","2","988","0.1",37,"Amethi","S24","Uttar Pradesh"
"12378","Ram Milan","Rashtriya Apna Dal","1144","0","1144","0.12",37,"Amethi","S24","Uttar Pradesh"
"13349","Ram Sidh Yadav","Manavtawadi Samaj Party","3052","3","3055","0.32",37,"Amethi","S24","Uttar Pradesh"
"14327","Shatrunjai Pratap Singh","Lok Gathbandhan Party","1716","0","1716","0.18",37,"Amethi","S24","Uttar Pradesh"
"15295","SHIV Nandan Singh","Bharatiya Sampuran Krantikari Party","1947","1","1948","0.21",37,"Amethi","S24","Uttar Pradesh"
"16259","Gopal Prasad","Independent","3177","0","3177","0.34",37,"Amethi","S24","Uttar Pradesh"
"17217","Dinesh Kumar","Independent","4301","0","4301","0.46",37,"Amethi","S24","Uttar Pradesh"
"18187","Dhurv lal","Independent","7816","0","7816","0.83",37,"Amethi","S24","Uttar Pradesh"
"19155","Bhagwandeen","Independent","3860","0","3860","0.41",37,"Amethi","S24","Uttar Pradesh"
"20148","Ram Sajiwan","Independent","5616","0","5616","0.6",37,"Amethi","S24","Uttar Pradesh"
"21135","Lal Babu","Independent","2318","0","2318","0.25",37,"Amethi","S24","Uttar Pradesh"
"22123","Vipin Yadav","Independent","1039","0","1039","0.11",37,"Amethi","S24","Uttar Pradesh"
"23110","Shiv Kumar","Independent","495","0","495","0.05",37,"Amethi","S24","Uttar Pradesh"
"2492","Dr. U.P. Shivananda","Independent","546","1","547","0.06",37,"Amethi","S24","Uttar Pradesh"
"2585","Saritha S. Nair","Independent","568","1","569","0.06",37,"Amethi","S24","Uttar Pradesh"
"2674","Suresh Kumar Shukla","Independent","779","0","779","0.08",37,"Amethi","S24","Uttar Pradesh"
"2763","Mo. Hasan Lahari","Independent","1224","0","1224","0.13",37,"Amethi","S24","Uttar Pradesh"
"2854","Harun Rasheed","Independent","2083","2","2085","0.22",37,"Amethi","S24","Uttar Pradesh"
"2943","Hemant Kumar","Independent","1580","0","1580","0.17",37,"Amethi","S24","Uttar Pradesh"
"3034","NOTA","None of the Above","3931","9","3940","0.42",37,"Amethi","S24","Uttar Pradesh"
"3493","CHANDRA BHADRA SINGH ""SSONU""","Bahujan Samaj Party","444422","248","444670","44.45",38,"Sultanpur","S24","Uttar Pradesh"
"4454","MANEKA SANJAI GANDHI","Bharatiya Janata Party","458281","915","459196","45.91",38,"Sultanpur","S24","Uttar Pradesh"
"5451","Dr. SANJAY SINH","Indian National Congress","41588","93","41681","4.17",38,"Sultanpur","S24","Uttar Pradesh"
"6447","RISHABH SHRIVASTAVA","Bhartiya Hind Fauj","2424","3","2427","0.24",38,"Sultanpur","S24","Uttar Pradesh"
"7446","KAMLA DEVI","Pragatishil Samajwadi Party (Lohia)","11484","10","11494","1.15",38,"Sultanpur","S24","Uttar Pradesh"
"8441","NASIR ALI","Bharat Prabhat Party","1246","0","1246","0.12",38,"Sultanpur","S24","Uttar Pradesh"
"9435","FIROJ AHAMAD","Kanshiram Bahujan Dal","1590","2","1592","0.16",38,"Sultanpur","S24","Uttar Pradesh"
"10423","MANJU LATA PAL","Aam Janta Party (India)","2148","0","2148","0.21",38,"Sultanpur","S24","Uttar Pradesh"
"11406","SUNITA RAJBHAR","Suheldev Bharatiya Samaj Party","4270","1","4271","0.43",38,"Sultanpur","S24","Uttar Pradesh"
"12379","HARI LAL","Rastriya Insaaf Party","3265","0","3265","0.33",38,"Sultanpur","S24","Uttar Pradesh"
"13350","AKHILESH","Independent","1826","2","1828","0.18",38,"Sultanpur","S24","Uttar Pradesh"
"14328","ABU UMAIMA","Independent","1577","0","1577","0.16",38,"Sultanpur","S24","Uttar Pradesh"
"15296","MATHURA","Independent","2226","0","2226","0.22",38,"Sultanpur","S24","Uttar Pradesh"
"16260","RAJ KUMAR","Independent","5756","0","5756","0.58",38,"Sultanpur","S24","Uttar Pradesh"
"17218","VIRENDRA","Independent","7168","0","7168","0.72",38,"Sultanpur","S24","Uttar Pradesh"
"18188","NOTA","None of the Above","9770","1","9771","0.98",38,"Sultanpur","S24","Uttar Pradesh"
"3494","ASHOK TRIPATHI","Bahujan Samaj Party","316633","1906","318539","34.83",39,"Pratapgarh","S24","Uttar Pradesh"
"4455","RAJKUMARI RATNA SINGH","Indian National Congress","76686","410","77096","8.43",39,"Pratapgarh","S24","Uttar Pradesh"
"5452","SANGAM LAL GUPTA","Bharatiya Janata Party","434222","2069","436291","47.7",39,"Pratapgarh","S24","Uttar Pradesh"
"6448","AKSHAY PRATAP SINGH ALIAS GOPAL JI","Jansatta Dal Loktantrik","46766","197","46963","5.13",39,"Pratapgarh","S24","Uttar Pradesh"
"7447","M. IRSHAD","Sarvodaya Bharat Party","5558","1","5559","0.61",39,"Pratapgarh","S24","Uttar Pradesh"
"8442","RAM BAHADUR SHARMA","Moulik Adhikar Party","5576","2","5578","0.61",39,"Pratapgarh","S24","Uttar Pradesh"
"9436","SHESHNATH TIWARI","SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)","4526","2","4528","0.5",39,"Pratapgarh","S24","Uttar Pradesh"
"10424","DR. B. L. VERMA","Independent","7921","31","7952","0.87",39,"Pratapgarh","S24","Uttar Pradesh"
"11407","NOTA","None of the Above","12127","32","12159","1.33",39,"Pratapgarh","S24","Uttar Pradesh"
"3495","NASIMUDDIN SIDDIQUI","Indian National Congress","25699","134","25833","2.35",4,"Bijnor","S24","Uttar Pradesh"
"4456","RAJA BHARATENDRA SINGH","Bharatiya Janata Party","488061","3043","491104","44.61",4,"Bijnor","S24","Uttar Pradesh"
"5453","MALOOK NAGAR","Bahujan Samaj Party","559824","1221","561045","50.97",4,"Bijnor","S24","Uttar Pradesh"
"6449","ILAMSINGH","Pragatishil Samajwadi Party (Lohia)","3970","9","3979","0.36",4,"Bijnor","S24","Uttar Pradesh"
"7448","ANSH CHAITANYA MAHARAJ","Hindusthan Nirman Dal","1160","2","1162","0.11",4,"Bijnor","S24","Uttar Pradesh"
"8443","PARVEZ AKIL","All India Minorities Front","629","0","629","0.06",4,"Bijnor","S24","Uttar Pradesh"
"9437","BABLOO RAM","Bharatiya Sarvodaya Kranti Party","827","2","829","0.08",4,"Bijnor","S24","Uttar Pradesh"
"10425","MANGERAM","Peoples Party of India (Democratic)","842","1","843","0.08",4,"Bijnor","S24","Uttar Pradesh"
"11408","MUKESH KUMAR","All India Forward Bloc","2817","0","2817","0.26",4,"Bijnor","S24","Uttar Pradesh"
"12380","RAJIV CHOUDHARY","Bhartiya Kisan Party","1078","7","1085","0.1",4,"Bijnor","S24","Uttar Pradesh"
"13351","SONU","Jansatta Party","1535","0","1535","0.14",4,"Bijnor","S24","Uttar Pradesh"
"14329","MOHD. ZAHID","Independent","3237","1","3238","0.29",4,"Bijnor","S24","Uttar Pradesh"
"15297","MAHAK SINGH","Independent","2260","0","2260","0.21",4,"Bijnor","S24","Uttar Pradesh"
"16261","NOTA","None of the Above","4374","30","4404","0.4",4,"Bijnor","S24","Uttar Pradesh"
"3496","Manoj Agarwal","Bahujan Samaj Party","347714","464","348178","34.72",40,"Farrukhabad","S24","Uttar Pradesh"
"4457","Mukesh Rajput","Bharatiya Janata Party","567930","1950","569880","56.82",40,"Farrukhabad","S24","Uttar Pradesh"
"5454","Salman Khurshid","Indian National Congress","55143","115","55258","5.51",40,"Farrukhabad","S24","Uttar Pradesh"
"6450","Uday pal Singh","Pragatishil Samajwadi Party (Lohia)","9671","30","9701","0.97",40,"Farrukhabad","S24","Uttar Pradesh"
"7449","Luxman","Shivsena","1887","6","1893","0.19",40,"Farrukhabad","S24","Uttar Pradesh"
"8444","Vipin Kumar Mishra","Bhartiya Shakti Chetna Party","1311","1","1312","0.13",40,"Farrukhabad","S24","Uttar Pradesh"
"9438","Shri Krishna","Mazdoor Dalit Kisaan Mahila Gareeb Party (Hindustani)","1667","2","1669","0.17",40,"Farrukhabad","S24","Uttar Pradesh"
"10426","Rahul Kumar","Independent","3661","1","3662","0.37",40,"Farrukhabad","S24","Uttar Pradesh"
"11409","Sanjay Kumar","Independent","3963","0","3963","0.4",40,"Farrukhabad","S24","Uttar Pradesh"
"12381","NOTA","None of the Above","7426","11","7437","0.74",40,"Farrukhabad","S24","Uttar Pradesh"
"3497","ASHOK KUMAR DOHARE","Indian National Congress","16460","110","16570","1.61",41,"Etawah","S24","Uttar Pradesh"
"4458","KAMLESH KUMAR","Samajwadi Party","455957","1725","457682","44.53",41,"Etawah","S24","Uttar Pradesh"
"5455","Dr RAM SHANKAR KATHERIA","Bharatiya Janata Party","519674","2445","522119","50.8",41,"Etawah","S24","Uttar Pradesh"
"6451","AKSHASH KRISHNA","Pichhra Samaj Party","4064","9","4073","0.4",41,"Etawah","S24","Uttar Pradesh"
"7450","AJAY KUMAR","Bhartiya Jan Nayak Party","850","5","855","0.08",41,"Etawah","S24","Uttar Pradesh"
"8445","ARUN KUMAR","Jan Samman party","837","3","840","0.08",41,"Etawah","S24","Uttar Pradesh"
"9439","ARTI DEVI","Mahasankalp Janta Party","1481","12","1493","0.15",41,"Etawah","S24","Uttar Pradesh"
"10427","LALTA PRASAD","Voters Party  International","1265","1","1266","0.12",41,"Etawah","S24","Uttar Pradesh"
"11411","SHAMBHU DAYAL DOHARE","Pragatishil Samajwadi Party (Lohia)","8657","18","8675","0.84",41,"Etawah","S24","Uttar Pradesh"
"12382","SITA","Bhartiya Shakti Chetna Party","1153","1","1154","0.11",41,"Etawah","S24","Uttar Pradesh"
"13352","DALVEER SINGH","Independent","2111","1","2112","0.21",41,"Etawah","S24","Uttar Pradesh"
"14330","POOJA","Independent","2504","4","2508","0.24",41,"Etawah","S24","Uttar Pradesh"
"15298","SANJAY KUMAR","Independent","2857","1","2858","0.28",41,"Etawah","S24","Uttar Pradesh"
"16262","NOTA","None of the Above","5580","30","5610","0.55",41,"Etawah","S24","Uttar Pradesh"
"3498","DIMPLE YADAV","Samajwadi Party","549200","1534","550734","48.29",42,"Kannauj","S24","Uttar Pradesh"
"4459","SUBRAT PATHAK","Bharatiya Janata Party","561286","1801","563087","49.37",42,"Kannauj","S24","Uttar Pradesh"
